Site_Month,Extreme,Normal,Other,Site_ID,YearMonth,Month,n_all_valid_hours,Macro_Mean_SiteMonth_AllValid,Macro_SD_SiteMonth_AllValid,Macro_Mean_SiteMonth_ExtremeNormalOnly,Macro_Mean_Diff_ExtremeNormal_minus_AllValid
95332236_2025-11,0,624,96,95332236,2025-11,11,720,14.54631801115142,5.2931536520692894,14.463769838596003,-0.08254817255541802
95332236_2025-12,0,552,184,95332236,2025-12,12,736,13.100291847210864,4.773957545373716,12.960343772518462,-0.139948074692402
95332237_2025-02,0,48,624,95332237,2025-02,2,672,9.751325745997573,4.53284501093852,5.478422087927659,-4.272903658069914
95332237_2025-03,0,192,552,95332237,2025-03,3,744,13.506807447120707,6.306657154513544,13.554329350590706,0.04752190346999896
95332237_2025-04,0,216,504,95332237,2025-04,4,720,17.96461754441261,4.527059467313343,16.967642706853372,-0.9969748375592395
95332237_2025-05,0,456,288,95332237,2025-05,5,744,20.39870266247821,3.267602334487927,20.69528385630825,0.2965811938300398
95332237_2025-06,0,384,336,95332237,2025-06,6,720,23.71920265621609,2.782133175839726,23.2078454097112,-0.5113572465048897
95332237_2025-07,0,336,408,95332237,2025-07,7,744,24.392301554320962,2.7784990782598116,24.11645049140567,-0.2758510629152937
95332237_2025-08,0,384,360,95332237,2025-08,8,744,24.06567967322565,2.967565412879706,23.93973974386851,-0.12593992935713771
95332237_2025-09,0,408,312,95332237,2025-09,9,720,23.807457054985893,2.7419073518928183,23.453003715066348,-0.3544533399195444
95332237_2025-10,0,144,600,95332237,2025-10,10,744,21.142906927293346,5.022340942505188,21.36235343085395,0.21944650356060436
95332237_2025-11,0,312,408,95332237,2025-11,11,720,13.912569638093313,4.880573711773576,15.715470222326426,1.8029005842331127
95332237_2025-12,0,696,40,95332237,2025-12,12,736,12.43266276108182,4.402032863314553,12.3580693479242,-0.07459341315762025
95332238_2025-02,0,48,624,95332238,2025-02,2,672,10.307562399167745,4.456092367878927,6.337308833996455,-3.97025356517129
95332238_2025-03,0,216,528,95332238,2025-03,3,744,13.946423347278309,6.213349850679258,14.41826915299451,0.4718458057162014
95332238_2025-04,0,264,456,95332238,2025-04,4,720,18.02510474456681,4.691729303015145,18.142075368852325,0.11697062428551419
95332238_2025-05,0,624,120,95332238,2025-05,5,744,20.474018732706707,3.401313163407716,20.874670737828964,0.4006520051222573
95332238_2025-06,24,480,216,95332238,2025-06,6,720,23.980278502570258,3.0234101678050824,23.54542574806819,-0.4348527545020673
95332238_2025-07,0,192,552,95332238,2025-07,7,744,24.59483060785519,3.008597229778093,24.65054750442505,0.055716896569858676
95332238_2025-08,0,360,384,95332238,2025-08,8,744,24.144447836824643,3.1182655365777245,24.073667738172745,-0.07078009865189827
95332238_2025-09,0,312,408,95332238,2025-09,9,720,23.85729429456923,2.8133445205253627,23.58103419572879,-0.2762600988404387
95332238_2025-10,0,264,480,95332238,2025-10,10,744,21.268492339759746,4.888112201883616,18.7999649625836,-2.4685273771761445
95332238_2025-11,0,624,96,95332238,2025-11,11,720,14.251227956347995,4.804998545844618,14.252317370512547,0.0010894141645518829
95332238_2025-12,0,696,40,95332238,2025-12,12,736,12.359946003426677,4.369706445509419,12.288306863143527,-0.07163914028314977
95332239_2025-02,0,48,624,95332239,2025-02,2,672,10.017244294973178,4.53643635936104,6.2923869614799814,-3.7248573334931967
95332239_2025-03,0,168,576,95332239,2025-03,3,744,14.361451920642647,6.595443446389271,17.11344208887645,2.751990168233803
95332239_2025-04,0,336,384,95332239,2025-04,4,720,18.771730184555054,4.743664877447207,19.301171439034597,0.5294412544795435
95332239_2025-05,0,648,96,95332239,2025-05,5,744,21.462431241107243,3.462691695130273,21.775317109661337,0.31288586855409406
95332239_2025-06,24,480,216,95332239,2025-06,6,720,25.334607887268067,3.0699375140839926,24.806807343921964,-0.5278005433461033
95332239_2025-07,0,312,432,95332239,2025-07,7,744,25.858778056278023,2.9885429744440137,25.314164669085773,-0.5446133871922498
95332239_2025-08,0,96,648,95332239,2025-08,8,744,25.90758413909584,3.131026842681681,27.207681953907013,1.3000978148111741
95332239_2025-09,0,384,336,95332239,2025-09,9,720,25.57005197207133,3.0386164705466086,25.06670254468918,-0.503349427382151
95332239_2025-10,0,504,240,95332239,2025-10,10,744,22.227836314068046,5.422028324100159,24.477833055314562,2.249996741246516
95332239_2025-11,0,264,456,95332239,2025-11,11,720,14.513144731521606,4.81729804933697,12.3120161114317,-2.201128620089907
95332239_2025-12,0,216,520,95332239,2025-12,12,736,12.68149778360258,4.636617802580975,14.050304534258666,1.368806750656086
95332240_2025-03,0,168,576,95332240,2025-03,3,744,15.08314473270088,6.924273865840237,17.675407301811944,2.592262569111064
95332240_2025-04,0,480,240,95332240,2025-04,4,720,19.755486696958542,4.8535222524142325,20.78195203145345,1.0264653344949082
95332240_2025-05,0,528,216,95332240,2025-05,5,744,22.458451486402943,3.565591471379381,21.89841143290202,-0.5600400535009236
95332240_2025-06,0,456,264,95332240,2025-06,6,720,26.476499631669785,3.2864402042186005,25.777290214572037,-0.6992094170977481
95332240_2025-07,0,216,528,95332240,2025-07,7,744,27.023252607673726,3.2211785201913172,26.912578344345093,-0.11067426332863306
95332240_2025-08,0,168,576,95332240,2025-08,8,744,27.32704641998455,3.282525090539612,27.179767801648094,-0.1472786183364576
95332240_2025-09,0,288,432,95332240,2025-09,9,720,27.03384572929806,3.2101040588602077,26.45919226937824,-0.5746534599198228
95332240_2025-10,0,120,624,95332240,2025-10,10,744,23.553333367070845,5.887225455697364,28.03914674123128,4.485813374160436
95332240_2025-11,0,552,168,95332240,2025-11,11,720,15.284414829148186,4.776272880871717,14.953209790630616,-0.3312050385175702
95332240_2025-12,0,240,496,95332240,2025-12,12,736,13.561592918375265,4.619157710226887,15.306894679864248,1.7453017614889834
95332242_2025-02,0,48,624,95332242,2025-02,2,672,6.5618085212162915,4.008968372377576,3.503975447267294,-3.0578330739489976
95332242_2025-03,0,360,384,95332242,2025-03,3,744,11.474126671430884,6.571675200540648,8.847191310591167,-2.626935360839717
95332242_2025-04,0,288,432,95332242,2025-04,4,720,16.58859486381213,4.370159971956577,16.198092902700107,-0.3905019611120224
95332242_2025-05,0,120,624,95332242,2025-05,5,744,19.99422465088547,3.2949878819114007,21.24215087890625,1.2479262280207806
95332242_2025-06,0,432,288,95332242,2025-06,6,720,24.012600008646647,2.8408144816273238,23.700379795498318,-0.31222021314832915
95332242_2025-08,0,312,432,95332242,2025-08,8,744,26.466078073747695,3.1763250822334954,26.447821219762165,-0.01825685398553034
95332242_2025-09,72,264,384,95332242,2025-09,9,720,25.46749118169149,3.137246307589706,25.162743398121425,-0.3047477835700647
95332242_2025-10,0,240,504,95332242,2025-10,10,744,21.184221744537354,6.09058169402022,20.991856916745505,-0.19236482779184882
95332242_2025-11,0,408,312,95332242,2025-11,11,720,12.28963123328156,4.7849015445323655,10.37513101626845,-1.91450021701311
95332242_2025-12,0,72,664,95332242,2025-12,12,736,9.818932944564553,4.594455224612267,12.552432152960035,2.7334992083954823
95332243_2025-02,0,24,648,95332243,2025-02,2,672,7.515869427115485,4.108020216215248,6.106909692287445,-1.4089597348280396
95332243_2025-03,0,336,408,95332243,2025-03,3,744,12.691711118464829,7.041039272674934,9.791948857051986,-2.8997622614128424
95332243_2025-04,0,408,312,95332243,2025-04,4,720,17.853482021888098,4.492808096693405,17.65148418674282,-0.2019978351452778
95332243_2025-05,0,288,456,95332243,2025-05,5,744,21.122913011940575,3.309255861700542,22.002300792270237,0.8793877803296617
95332243_2025-06,0,408,312,95332243,2025-06,6,720,25.233465870221455,2.8912864556658096,25.05854638885049,-0.17491948137096358
95332243_2025-07,0,72,672,95332243,2025-07,7,744,26.519595807598485,3.2640186362657913,26.850647740893894,0.3310519332954094
95332243_2025-08,24,264,456,95332243,2025-08,8,744,27.50765795605157,3.2366249140179786,27.387792070706684,-0.11986588534488618
95332243_2025-09,24,432,264,95332243,2025-09,9,720,26.721657715903387,3.200081263937634,26.580359827008163,-0.14129788889522388
95332243_2025-10,0,648,96,95332243,2025-10,10,744,22.357619272765294,6.399925072360093,22.182974856576802,-0.17464441618849236
95332243_2025-11,0,456,264,95332243,2025-11,11,720,13.158644380503231,5.0344926288130925,11.688929542637707,-1.4697148378655243
95332243_2025-12,0,72,664,95332243,2025-12,12,736,11.00243652062035,4.824764264619045,12.570384270615047,1.5679477499946977
95332244_2025-02,24,48,600,95332244,2025-02,2,672,10.557748400395559,4.841085324867773,8.026812848117617,-2.530935552277942
95332244_2025-03,0,96,648,95332244,2025-03,3,744,14.718640133898745,6.790473181370063,7.339668035507202,-7.378972098391543
95332244_2025-04,240,312,168,95332244,2025-04,4,720,19.854100518094167,4.6792875030578225,20.049522889697034,0.19542237160286646
95332244_2025-05,0,408,336,95332244,2025-05,5,744,22.295412801927135,3.2979093101714247,22.14070929732977,-0.15470350459736437
95332244_2025-06,48,408,264,95332244,2025-06,6,720,25.691432995266386,2.751999357842604,25.08512721145362,-0.6063057838127648
95332244_2025-07,24,120,600,95332244,2025-07,7,744,26.67924279038624,2.853110353532558,26.554770482911003,-0.12447230747523719
95332244_2025-08,0,312,432,95332244,2025-08,8,744,26.27934993210659,2.8965691528366677,26.20870343844096,-0.07064649366563103
95332244_2025-09,0,624,96,95332244,2025-09,9,720,26.625599283642238,3.0654123064291894,26.796481346472717,0.17088206283047924
95332244_2025-10,0,432,312,95332244,2025-10,10,744,23.616166773662773,6.029932705766236,26.767027170569808,3.150860396907035
95332244_2025-11,0,528,192,95332244,2025-11,11,720,14.845490651660496,5.284622493536531,14.69666789246328,-0.14882275919721621
95332244_2025-12,0,216,520,95332244,2025-12,12,736,13.673308477291595,4.958425551830839,15.016911537558943,1.3436030602673483
