Site_ID,Station_Lon,Station_Lat,Matched_Grid_Lon,Matched_Grid_Lat,Distance_to_Grid_km,Extraction_Method,Event_ID,Start_Date,End_Date,Duration_Days,Min_Daily_SPI,Max_Daily_SPI,Min_SPI_Date,Max_SPI_Date,Severity,Drought_Level,Drought_Level_Code,Edge_Truncated
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Bilinear,2,2025-02-09,2025-02-14,6,-0.7241336601072714,-0.526159742992328,2025-02-11,2025-02-09,3.8303873733599776,Light,1,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Bilinear,3,2025-02-16,2025-02-21,6,-0.7865758615515567,-0.5383376412780798,2025-02-19,2025-02-17,3.752848101227299,Light,1,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Bilinear,4,2025-02-24,2025-03-02,7,-1.089991704076594,-0.6501001890365509,2025-03-02,2025-02-24,6.590409718348203,Moderate,2,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Bilinear,5,2025-04-03,2025-04-08,6,-0.7251273184663554,-0.5502221999997319,2025-04-03,2025-04-06,3.60996762114966,Light,1,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Bilinear,6,2025-04-13,2025-04-18,6,-0.7020761128764096,-0.5212144361407386,2025-04-13,2025-04-18,3.867325718590237,Light,1,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Bilinear,7,2025-05-11,2025-05-16,6,-1.1757195576662023,-0.537008195869777,2025-05-14,2025-05-11,5.500376108815195,Moderate,2,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Bilinear,8,2025-06-21,2025-07-11,21,-1.621758554733929,-0.674302150698113,2025-06-27,2025-07-08,22.92598711582259,Severe,3,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Bilinear,9,2025-08-12,2025-09-09,29,-2.242719055700825,-0.868552360133775,2025-08-27,2025-09-09,38.19786143002746,Extreme,4,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Bilinear,10,2025-12-10,2025-12-31,22,-1.5037684345059026,-0.6417781216612289,2025-12-30,2025-12-22,22.4223571672782,Severe,3,True
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Mean3x3,1,2025-01-01,2025-02-05,36,-1.8235797087351482,-0.9307834903399149,2025-01-24,2025-02-05,44.14965742164187,Severe,3,True
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Mean3x3,2,2025-02-08,2025-02-21,14,-0.7803912692599826,-0.5316265357865227,2025-02-19,2025-02-15,9.046821339262857,Light,1,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Mean3x3,3,2025-02-24,2025-03-02,7,-1.093769947687785,-0.6549633410241869,2025-03-01,2025-02-24,6.614306026034885,Moderate,2,False
