Site_ID,YearMonth,DroughtLevel,Target_n_hours,Normal_n_hours,Target_flag,Normal_flag,Pair_flag
95332244,2025-06,Severe,48,408,too_few_hours,ok,too_few_hours
95332244,2025-06,Extreme,48,408,too_few_hours,ok,too_few_hours
95332244,2025-07,Mild,48,120,too_few_hours,ok,too_few_hours
95332244,2025-07,Moderate,264,120,ok,ok,ok
95332244,2025-07,Severe,168,120,ok,ok,ok
95332244,2025-07,Extreme,24,120,too_few_hours,ok,too_few_hours
95332244,2025-08,Mild,144,312,ok,ok,ok
95332244,2025-08,Moderate,0,312,too_few_hours,ok,too_few_hours
95332244,2025-08,Severe,0,312,too_few_hours,ok,too_few_hours
95332244,2025-08,Extreme,0,312,too_few_hours,ok,too_few_hours
95332244,2025-09,Mild,96,624,ok,ok,ok
95332244,2025-09,Moderate,0,624,too_few_hours,ok,too_few_hours
95332244,2025-09,Severe,0,624,too_few_hours,ok,too_few_hours
95332244,2025-09,Extreme,0,624,too_few_hours,ok,too_few_hours
95332244,2025-10,Mild,0,432,too_few_hours,ok,too_few_hours
95332244,2025-10,Moderate,0,432,too_few_hours,ok,too_few_hours
95332244,2025-10,Severe,0,432,too_few_hours,ok,too_few_hours
95332244,2025-10,Extreme,0,432,too_few_hours,ok,too_few_hours
95332244,2025-11,Mild,48,528,too_few_hours,ok,too_few_hours
95332244,2025-11,Moderate,0,528,too_few_hours,ok,too_few_hours
95332244,2025-11,Severe,0,528,too_few_hours,ok,too_few_hours
95332244,2025-11,Extreme,0,528,too_few_hours,ok,too_few_hours
95332244,2025-12,Mild,448,216,ok,ok,ok
95332244,2025-12,Moderate,72,216,ok,ok,ok
95332244,2025-12,Severe,0,216,too_few_hours,ok,too_few_hours
95332244,2025-12,Extreme,0,216,too_few_hours,ok,too_few_hours
