Site_ID,DroughtLevel,DroughtLevel_CN,n_site_months,DeltaCBI,SPI_intensity,Duration_days,LAI,FAPAR,soil_moisture,soil_temperature,Longitude,Latitude,elevation,slope,aspect_sin,aspect_cos,canopy_height,nighttime_light,built_up_distance
95332232,Moderate,中度干旱,5,-0.023917889000629165,1.498586654663086,23.0,3.4391304347826086,0.6430434782608695,0.293556345173913,20.500849184347825,117.4091708,25.81640582,363.0,28.576313018798828,-0.5529976231842546,0.833182830327513,21.0,,
95332232,Severe,重度干旱,2,0.03932375128435924,1.868388175964355,7.0,6.585714285714286,0.9057142857142857,0.3012651771428571,24.00241815714286,117.4091708,25.81640582,363.0,28.576313018798828,-0.5529976231842546,0.833182830327513,21.0,,
95332233,Mild,轻度干旱,5,0.02189946953621943,0.9982098340988159,35.0,3.968571428571429,0.8045714285714286,0.22110732768571428,20.808035715428574,117.467793,25.89459269,523.0,12.945341110229492,0.129339249348464,0.9916004026713462,17.0,,
95332233,Moderate,中度干旱,6,-0.02835074412859934,1.487869262695312,30.0,4.266666666666667,0.7929999999999999,0.19767668759999998,20.609548612333334,117.467793,25.89459269,523.0,12.945341110229492,0.129339249348464,0.9916004026713462,17.0,,
95332233,Severe,重度干旱,2,-0.07059248856523209,1.914914965629578,6.0,4.933333333333334,0.915,0.1466479505,22.822916666666668,117.467793,25.89459269,523.0,12.945341110229492,0.129339249348464,0.9916004026713462,17.0,,
95332234,Mild,轻度干旱,6,-0.04711686626526925,0.9978973269462585,71.0,4.161971830985915,0.706901408450704,0.27949075839436616,19.754071303661974,116.77256,25.47449,630.0,13.047038078308104,-0.8221921282524035,0.569210070395617,17.0,,
95332234,Moderate,中度干旱,3,-0.07964924034407153,1.451837539672852,20.0,3.31,0.6515000000000001,0.24914747295,18.254231771500002,116.77256,25.47449,630.0,13.047038078308104,-0.8221921282524035,0.569210070395617,17.0,,
95332234,Severe,重度干旱,2,-0.3091707950546807,1.863465428352356,6.0,4.766666666666667,0.8533333333333334,0.25915189466666666,18.25119357666667,116.77256,25.47449,630.0,13.047038078308104,-0.8221921282524035,0.569210070395617,17.0,,
95332235,Extreme,极端干旱,1,0.10849860063226835,2.480209589004517,10.0,1.2,0.4200000000000001,0.3516381607,14.944791666999999,116.29942,25.47995,267.0,12.856454849243164,0.9093078899373455,-0.4161239734714792,6.0,,
95332235,Mild,轻度干旱,8,-0.013979717543116324,0.9750081896781921,53.0,1.9433962264150944,0.5733962264150944,0.3099615153207547,20.827658216226418,116.29942,25.47995,267.0,12.856454849243164,0.9093078899373455,-0.4161239734714792,6.0,,
95332235,Moderate,中度干旱,3,0.1758160911104696,1.488732099533081,15.0,1.9800000000000002,0.5653333333333334,0.3358905918,20.86328125,116.29942,25.47995,267.0,12.856454849243164,0.9093078899373455,-0.4161239734714792,6.0,,
95332236,Extreme,极端干旱,1,-0.1060814162563668,2.785902738571167,10.0,0.7500000000000001,0.36500000000000005,0.1917340405,14.467382814,116.68835,25.66767,793.0,12.484490394592283,0.9079593970354664,0.4190581503025473,8.0,,
95332236,Mild,轻度干旱,5,-0.032928936479380146,0.9581930041313171,27.0,1.051851851851852,0.4707407407407408,0.17813093225925924,19.3461612662963,116.68835,25.66767,793.0,12.484490394592283,0.9079593970354664,0.4190581503025473,8.0,,
95332236,Moderate,中度干旱,3,0.050688235235110526,1.476096987724304,20.0,3.0300000000000002,0.7220000000000001,0.15384831510000002,21.4496419285,116.68835,25.66767,793.0,12.484490394592283,0.9079593970354664,0.4190581503025473,8.0,,
95332237,Mild,轻度干旱,7,-0.01425233751589387,0.9834679961204529,57.0,2.4228070175438594,0.6385964912280702,0.22008535115789474,19.226402595614033,117.00125,25.69326,629.0,11.189302444458008,-0.9237420918808258,-0.38301507501355087,13.0,,
95332237,Moderate,中度干旱,3,-0.010258670599459502,1.499098181724548,21.0,1.8285714285714287,0.5714285714285714,0.1899961485714286,17.47216021809524,117.00125,25.69326,629.0,11.189302444458008,-0.9237420918808258,-0.38301507501355087,13.0,,
95332237,Severe,重度干旱,2,-0.14451288047637378,1.770599603652954,7.0,3.485714285714286,0.7971428571428572,0.35149369214285714,22.920665924285714,117.00125,25.69326,629.0,11.189302444458008,-0.9237420918808258,-0.38301507501355087,13.0,,
95332238,Mild,轻度干旱,5,-0.05166714288290608,0.9826697707176208,30.0,3.986666666666667,0.7576666666666667,0.24951600496666665,21.150933160666668,117.2348565,25.72348088,664.0,35.815757751464844,-0.1226622975124098,-0.9924484675634182,8.0,,
95332238,Moderate,中度干旱,3,-0.07933375818012535,1.498032927513123,21.0,3.761904761904762,0.6980952380952381,0.2806240660476191,17.57248264,117.2348565,25.72348088,664.0,35.815757751464844,-0.1226622975124098,-0.9924484675634182,8.0,,
95332239,Mild,轻度干旱,6,0.036650186293899725,0.9812873601913452,40.0,3.8025000000000007,0.8022500000000001,,,117.6462713,26.197705,521.0,18.38494682312012,-0.9068347151958053,0.42148641652577945,17.0,,
95332239,Moderate,中度干旱,5,-0.02092481521868067,1.485912084579468,35.0,5.460000000000001,0.8694285714285714,,,117.6462713,26.197705,521.0,18.38494682312012,-0.9068347151958053,0.42148641652577945,17.0,,
95332239,Severe,重度干旱,3,-0.08928281074815665,1.899008870124817,12.0,6.308333333333334,0.9083333333333333,,,117.6462713,26.197705,521.0,18.38494682312012,-0.9068347151958053,0.42148641652577945,17.0,,
95332240,Mild,轻度干旱,6,0.05750973021295316,0.9971152544021606,35.0,3.4457142857142857,0.654,,,117.6962543,26.39744371,400.0,20.092369079589844,0.9693774487121799,-0.24557557274343286,12.0,,
95332240,Moderate,中度干旱,6,-0.0394309369919396,1.489497065544128,40.0,4.4350000000000005,0.78725,,,117.6962543,26.39744371,400.0,20.092369079589844,0.9693774487121799,-0.24557557274343286,12.0,,
95332240,Severe,重度干旱,3,-0.02209615612491591,1.828158855438232,11.0,5.827272727272727,0.8990909090909092,,,117.6962543,26.39744371,400.0,20.092369079589844,0.9693774487121799,-0.24557557274343286,12.0,,
95332242,Extreme,极端干旱,1,0.13403914165314845,2.207538843154907,3.0,4.7,0.84,0.1768634783333333,23.134982640000004,118.2814144,27.95758117,451.0,8.365489959716797,0.0963242289547708,0.9953500102558239,14.0,,
95332242,Mild,轻度干旱,5,0.09448164943341629,0.9909630417823792,41.0,4.204878048780489,0.7912195121951221,0.2543288862195122,16.792222434609755,118.2814144,27.95758117,451.0,8.365489959716797,0.0963242289547708,0.9953500102558239,14.0,,
95332242,Moderate,中度干旱,3,0.1661103522675953,1.48803985118866,32.0,4.8125,0.850625,0.211731117625,15.7465209978125,118.2814144,27.95758117,451.0,8.365489959716797,0.0963242289547708,0.9953500102558239,14.0,,
95332242,Severe,重度干旱,1,0.050817340002299094,1.902243733406067,4.0,5.25,0.87,0.17606743725,23.3024088525,118.2814144,27.95758117,451.0,8.365489959716797,0.0963242289547708,0.9953500102558239,14.0,,
95332243,Mild,轻度干旱,6,0.018545200187982995,0.992682695388794,49.0,4.034693877551021,0.8187755102040817,0.43015737438775514,17.431667199510205,118.0908773,27.81907915,273.0,19.2590389251709,0.6389010054603871,0.769288960808425,11.0,,
95332243,Moderate,中度干旱,5,-0.00929450021956415,1.425920724868774,40.0,3.9,0.7555000000000001,0.434087131725,18.377262371325003,118.0908773,27.81907915,273.0,19.2590389251709,0.6389010054603871,0.769288960808425,11.0,,
95332243,Severe,重度干旱,2,0.07756957842458254,1.978754997253418,16.0,5.9625,0.8975,0.43857520681250006,23.230224610625,118.0908773,27.81907915,273.0,19.2590389251709,0.6389010054603871,0.769288960808425,11.0,,
95332244,Extreme,极端干旱,1,0.13273725353137522,2.594170808792114,10.0,2.1,0.61,0.2948587756,14.321614585,116.28577,25.76857,386.0,6.188685417175293,0.7612432298496554,0.6484664563476392,18.0,,
95332244,Mild,轻度干旱,6,0.05052964899273788,0.9989879131317139,57.0,3.59298245614035,0.6421052631578946,0.30942257150877195,16.05443622126316,116.28577,25.76857,386.0,6.188685417175293,0.7612432298496554,0.6484664563476392,18.0,,
95332244,Moderate,中度干旱,2,-0.05353032779223613,1.474035859107971,14.0,5.921428571428572,0.8914285714285716,0.48580507592857136,18.55026971735714,116.28577,25.76857,386.0,6.188685417175293,0.7612432298496554,0.6484664563476392,18.0,,
95332244,Severe,重度干旱,1,-0.013530762104495442,1.909242868423462,7.0,6.557142857142858,0.9057142857142857,0.5584955211428572,20.484747022857146,116.28577,25.76857,386.0,6.188685417175293,0.7612432298496554,0.6484664563476392,18.0,,
