Site_ID,YearMonth,Month,Target_Class,Target_CBI,Target_n_hours_recomputed,Target_Macro_SD_recomputed,Normal_CBI,Normal_n_hours_recomputed,Normal_Macro_SD_recomputed,Delta_CBI,Target_Class_CN,Target_n_hours,Normal_n_hours_for_pair,Target_Macro_SD,Normal_Macro_SD_for_pair,Pass_Hours,Pass_Target_Macro_SD,Pass_Normal_Macro_SD,Pass_Hours_Plus_Macro_SD
95332236,2025-05,5,Mild,1.001666892057642,96,2.607958497424803,1.0540861038760145,648,3.2585448656751512,-0.05241921181837261,轻度干旱,96,648,2.6079584974248053,3.2585448656751512,True,True,True,True
95332236,2025-06,6,Mild,1.1527803206883311,72,2.1740245331600834,1.2566233997292593,432,2.606045057143971,-0.10384307904092815,轻度干旱,72,432,2.1740245331600825,2.6060450571439704,True,True,True,True
95332236,2025-07,7,Mild,1.3747341411423506,192,2.235167637688901,1.2828481408005463,168,2.4856596876445787,0.09188600034180427,轻度干旱,192,168,2.2351676376889,2.4856596876445773,True,True,True,True
95332236,2025-12,12,Mild,0.8566922416305891,160,4.631462257555971,0.9369630868049083,552,4.860253214387241,-0.08027084517431915,轻度干旱,160,552,4.631462257555975,4.8602532143872414,True,True,True,True
95332237,2025-04,4,Mild,1.0173196169351866,216,3.7850406768543103,0.9857991770583396,216,4.669525949645768,0.03152043987684694,轻度干旱,216,216,3.785040676854312,4.669525949645767,True,True,True,True
95332237,2025-05,5,Mild,0.8391112572272156,192,2.5256683668351374,1.0082585995494902,456,3.479294281870944,-0.16914734232227457,轻度干旱,192,456,2.5256683668351383,3.4792942818709456,True,True,True,True
95332237,2025-06,6,Mild,0.8870760385415503,216,2.587571690967091,0.9170454745369785,384,2.6463198811601507,-0.02996943599542823,轻度干旱,216,384,2.5875716909670907,2.6463198811601494,True,True,True,True
95332237,2025-07,7,Mild,0.6016983869467634,96,1.3079532661407454,0.8182310201251314,336,2.376383613564291,-0.21653263317836802,轻度干旱,96,336,1.3079532661407458,2.3763836135642897,True,True,True,True
95332237,2025-08,8,Mild,0.9668632391393569,72,2.9203767228513104,0.8990356433267294,384,3.1234344190886363,0.06782759581262754,轻度干旱,72,384,2.92037672285131,3.123434419088637,True,True,True,True
95332237,2025-09,9,Mild,0.8947757371133367,216,2.733570583760775,0.9029333856501606,408,2.5836089730600356,-0.00815764853682388,轻度干旱,216,408,2.733570583760776,2.583608973060035,True,True,True,True
95332237,2025-11,11,Mild,0.962759302608018,360,4.910431660896389,0.8785657661182529,312,4.357244860141022,0.08419353648976513,轻度干旱,360,312,4.910431660896389,4.357244860141021,True,True,True,True
95332238,2025-04,4,Mild,0.9369846677951915,192,3.6406469072909258,0.9115022967352576,264,5.095659569961697,0.025482371059933895,轻度干旱,192,264,3.640646907290928,5.095659569961695,True,True,True,True
95332238,2025-06,6,Mild,0.8032623584495939,144,2.9599530179273836,0.6859212001976364,480,2.83336515830388,0.11734115825195757,轻度干旱,144,480,2.959953017927384,2.8333651583038826,True,True,True,True
95332238,2025-07,7,Mild,0.46009619226612086,72,1.1239055783347562,0.7263146204055029,192,2.405266588395861,-0.266218428139382,轻度干旱,72,192,1.1239055783347562,2.40526658839586,True,True,True,True
95332238,2025-08,8,Mild,0.721017190463542,96,3.0126573289537046,0.7865506213110646,360,3.19503557323699,-0.06553343084752261,轻度干旱,96,360,3.012657328953705,3.1950355732369897,True,True,True,True
95332238,2025-09,9,Mild,0.777011155158863,216,2.882161694083463,0.9322479547888813,312,2.719939154935977,-0.15523679963001835,轻度干旱,216,312,2.882161694083463,2.719939154935973,True,True,True,True
95332239,2025-04,4,Mild,0.49034700274606813,144,4.464585135434781,0.7100416333656256,336,4.320718284717889,-0.21969463061955752,轻度干旱,144,336,4.464585135434781,4.320718284717889,True,True,True,True
95332239,2025-05,5,Mild,0.390318573787308,72,2.2985139084217625,0.558257029081648,648,3.4524165534827738,-0.16793845529433998,轻度干旱,72,648,2.2985139084217607,3.4524165534827747,True,True,True,True
95332239,2025-07,7,Mild,0.3583538489055051,72,1.6009147537044415,0.5458042866693882,312,2.3714105008810815,-0.1874504377638831,轻度干旱,72,312,1.60091475370444,2.371410500881081,True,True,True,True
95332239,2025-08,8,Mild,0.4967869584715918,96,3.179951949537066,0.4067706276782121,96,3.2736855346876936,0.09001633079337973,轻度干旱,96,96,3.1799519495370663,3.2736855346876936,True,True,True,True
95332239,2025-09,9,Mild,0.48914504476357856,72,2.8885500942946774,0.408736937958155,384,2.8821511275128673,0.08040810680542354,轻度干旱,72,384,2.8885500942946787,2.8821511275128686,True,True,True,True
