AnalysisLayer,EvidenceChain,Site_ID,YearMonth,Extreme,Normal,Delta_CBI,ScenarioID
Hourly_state,SiteMonth_CBI,95332219,2025-07,0.6989368466476906,0.5609785827344645,0.13795826391322608,E18
Hourly_state,SiteMonth_CBI,95332220,2025-04,0.8076853379195442,0.8690202228018031,-0.06133488488225891,E18
Hourly_state,SiteMonth_CBI,95332221,2025-08,0.5745385102965079,0.6036826759237461,-0.029144165627238205,E18
Hourly_state,SiteMonth_CBI,95332225,2025-08,1.1052361283417609,1.0577114671795032,0.04752466116225773,E18
Hourly_state,SiteMonth_CBI,95332226,2025-08,0.4288168777799405,0.4477471675815556,-0.018930289801615097,E18
Hourly_state,SiteMonth_CBI,95332226,2025-09,0.37650223940597893,0.32999972463174526,0.04650251477423367,E18
Hourly_state,SiteMonth_CBI,95332227,2025-08,0.5224386805411868,0.4966915769511073,0.02574710359007948,E18
Hourly_state,SiteMonth_CBI,95332227,2025-09,0.47757174210942455,0.4579032920602133,0.01966845004921125,E18
Hourly_state,SiteMonth_CBI,95332228,2025-08,0.8368557686383975,0.7216042162649055,0.11525155237349205,E18
Hourly_state,SiteMonth_CBI,95332228,2025-09,0.8247747824633137,0.7737374589822099,0.05103732348110379,E18
Hourly_state,SiteMonth_CBI,95332229,2025-09,0.5328655608185261,0.39813848589993567,0.13472707491859043,E18
Hourly_state,SiteMonth_CBI,95332230,2025-08,0.777117191371178,0.8162064555656877,-0.039089264194509754,E18
Hourly_state,SiteMonth_CBI,95332230,2025-09,0.8240160909430707,0.6996295070892764,0.12438658385379431,E18
Hourly_state,SiteMonth_CBI,95332231,2025-08,0.4410400968863096,0.4371477375880645,0.0038923592982450517,E18
Hourly_state,SiteMonth_CBI,95332235,2025-04,0.8957165365516356,0.7872179359193673,0.10849860063226835,E18
Hourly_state,SiteMonth_CBI,95332236,2025-04,0.9584271586366331,1.0645085748929999,-0.1060814162563668,E18
Hourly_state,SiteMonth_CBI,95332236,2025-06,1.425009186985522,1.2566233997292593,0.16838578725626263,E18
Hourly_state,SiteMonth_CBI,95332239,2025-06,0.5954856122137957,0.5958635985072877,-0.0003779862934919498,E18
Hourly_state,SiteMonth_CBI,95332242,2025-09,0.6544455377245434,0.5295573605003283,0.12488817722421508,E18
Hourly_state,SiteMonth_CBI,95332243,2025-08,0.49152822656355055,0.4668300652238814,0.024698161339669178,E18
Hourly_state,SiteMonth_CBI,95332243,2025-09,0.4589328104596613,0.4342663877876604,0.024666422672000865,E18
Hourly_state,SiteMonth_CBI,95332244,2025-04,0.8675404239533564,0.7348031704219812,0.13273725353137522,E18
Hourly_state,SiteMonth_CBI,95332244,2025-06,0.4723893551591143,0.5549319239425441,-0.0825425687834298,E18
Hourly_state,SiteMonth_CBI,95332227,2025-09,0.43336332939264444,0.4579032920602133,-0.02453996266756886,E22
Hourly_state,SiteMonth_CBI,95332228,2025-08,0.7138854641255395,0.7216042162649055,-0.007718752139365903,E22
Hourly_state,SiteMonth_CBI,95332235,2025-04,0.7559627861342096,0.7872179359193673,-0.03125514978515764,E22
Hourly_state,SiteMonth_CBI,95332236,2025-04,0.9414734675645315,1.0645085748929999,-0.12303510732846834,E22
Hourly_state,SiteMonth_CBI,95332217,2025-04,0.7316531667362092,0.7686950107362419,-0.03704184400003274,N025
Hourly_state,SiteMonth_CBI,95332220,2025-04,0.7712544231136718,0.8874462701092574,-0.1161918469955856,N025
Hourly_state,SiteMonth_CBI,95332225,2025-08,1.0865459811473344,1.1474947536060724,-0.06094877245873809,N025
Hourly_state,SiteMonth_CBI,95332226,2025-09,0.3613920177025561,0.31442335851817377,0.04696865918438231,N025
Hourly_state,SiteMonth_CBI,95332227,2025-08,0.4940577371966119,0.427283279701382,0.06677445749522987,N025
